,movie_title,comb
254,"10,000 b.c.            ",Mathew Buck unknown unknown Christopher Barnard Comedy
255,town & country,Del Zamora Warren Beatty Garry Shandling Peter Chelsom Comedy Romance
256,gone in sixty seconds,Nicolas Cage Angelina Jolie Pitt Robert Duvall Dominic Sena Action Crime Thriller
257,gladiator,Djimon Hounsou Connie Nielsen Oliver Reed Ridley Scott Action Drama Romance
258,minority report,Tom Cruise Frank Grillo Jessica Capshaw Steven Spielberg Action Mystery Sci-Fi Thriller
259,harry potter and the chamber of secrets,Daniel Radcliffe Rupert Grint Emma Watson Chris Columbus Adventure Family Fantasy Mystery
260,terminator 2: judgment day,Joe Morton Jenette Goldstein S. Epatha Merkerson James Cameron Action Sci-Fi
261,public enemies,Johnny Depp Christian Bale Stephen Graham Michael Mann Biography Crime Drama History Romance
262,american gangster,Denzel Washington Ruby Dee RZA Ridley Scott Biography Crime Drama
263,true lies,Jamie Lee Curtis Tia Carrere Tom Arnold James Cameron Action Comedy Thriller
264,the taking of pelham 1 2 3,Denzel Washington Ramon Rodriguez Michael Rispoli Tony Scott Action Crime Thriller
265,little fockers,Robert De Niro Blythe Danner Teri Polo Paul Weitz Comedy Romance
266,the other guys,Dwayne Johnson Will Ferrell Derek Jeter Adam McKay Action Comedy Crime
267,eraser,Vanessa Williams James Coburn Roma Maffia Chuck Russell Action Drama Mystery Thriller
268,django unchained,Leonardo DiCaprio Christoph Waltz Ato Essandoh Quentin Tarantino Drama Western
269,the hunchback of notre dame,Demi Moore Jason Alexander Bill Fagerbakke Gary Trousdale Animation Drama Family Musical Romance
270,the emperor's new groove,Eartha Kitt Wendie Malick John Fiedler Mark Dindal Adventure Animation Comedy Family Fantasy
271,the expendables 2,Jason Statham Sylvester Stallone Bruce Willis Simon West Action Adventure Thriller
272,national treasure,Nicolas Cage Armando Riesco Annie Parisse Jon Turteltaub Action Adventure Comedy Family Mystery
273,eragon,Djimon Hounsou Ed Speleers Gary Lewis Stefen Fangmeier Action Adventure Family Fantasy
274,where the wild things are,Catherine O'Hara Ryan Corr Max Records Spike Jonze Adventure Drama Family Fantasy
275,epic,Josh Hutcherson Emma Kenney Troy Evans Chris Wedge Adventure Animation Family Fantasy
276,end of days,CCH Pounder Mark Margolis Udo Kier Peter Hyams Action Fantasy Horror Mystery
277,blood diamond,Leonardo DiCaprio Djimon Hounsou Stephen Collins Edward Zwick Adventure Drama Thriller
278,the wolf of wall street,Leonardo DiCaprio Matthew McConaughey Jon Favreau Martin Scorsese Biography Comedy Crime Drama
279,batman forever,Michael Gough Rene Auberjonois Debi Mazar Joel Schumacher Action Adventure Fantasy
280,starship troopers,Jake Busey Patrick Muldoon Seth Gilliam Paul Verhoeven Action Sci-Fi War
281,cloud atlas,Tom Hanks Jim Sturgess Jim Broadbent Tom Tykwer Drama Sci-Fi
282,legend of the guardians: the owls of ga'hoole,Abbie Cornish Richard Roxburgh Anthony LaPaglia Zack Snyder Action Adventure Animation Family Fantasy
283,catwoman,Frances Conroy Christopher Heyerdahl Alex Borstein Pitof Action Crime Fantasy Romance Thriller
284,treasure planet,Joseph Gordon-Levitt Martin Short Michael Wincott Ron Clements Adventure Animation Family Sci-Fi
285,land of the lost,Will Ferrell Anna Friel Bobb'e J. Thompson Brad Silberling Adventure Comedy Sci-Fi
286,the expendables 3,Jason Statham Sylvester Stallone Harrison Ford Patrick Hughes Action Adventure Thriller
287,son of the mask,Jamie Kennedy Traylor Howard Ben Stein Lawrence Guterman Comedy Family Fantasy
288,in the heart of the sea,Chris Hemsworth Benjamin Walker Frank Dillane Ron Howard Action Adventure Biography Drama History Thriller
289,the adventures of pluto nash,Rosario Dawson Randy Quaid Burt Young Ron Underwood Action Comedy Sci-Fi
290,green zone,Matt Damon Sean Huze Igal Naor Paul Greengrass Action Drama Thriller War
291,the peanuts movie,Francesca Capaldi Venus Schultheis Bill Melendez Steve Martino Adventure Animation Comedy Family
292,the spanish prisoner,Ben Gazzara Felicity Huffman Campbell Scott David Mamet Drama Mystery Thriller
293,the mummy returns,Dwayne Johnson Brendan Fraser Patricia Velasquez Stephen Sommers Action Adventure Fantasy Thriller
294,gangs of new york,Leonardo DiCaprio Liam Neeson Jim Broadbent Martin Scorsese Crime Drama
295,the flowers of war,Christian Bale Ni Ni Shigeo Kobayashi Yimou Zhang Drama History Romance War
296,surf's up,Jeff Bridges Zooey Deschanel Jon Heder Ash Brannon Animation Comedy Family Sport
297,the stepford wives,Jon Lovitz Matthew Broderick Roger Bart Frank Oz Comedy Sci-Fi Thriller
298,black hawk down,Ioan Gruffudd Sam Shepard Ewen Bremner Ridley Scott Drama History War
299,the campaign,Will Ferrell Thomas Middleditch Katherine LaNasa Jay Roach Comedy
300,the fifth element,Milla Jovovich Bruce Willis Gary Oldman Luc Besson Action Adventure Sci-Fi
301,sex and the city 2,Chris Noth Liza Minnelli Kristin Davis Michael Patrick King Comedy Drama Romance
302,the road to el dorado,Frank Welker Rosie Perez Elton John Bibo Bergeron Adventure Animation Comedy Family Romance
303,ice age: continental drift,Peter Dinklage Josh Gad Drake Steve Martino Adventure Animation Comedy Family
304,finding nemo,Alexander Gould Stephen Root Brad Garrett Andrew Stanton Adventure Animation Comedy Family
305,the lord of the rings: the return of the king,Orlando Bloom Billy Boyd Bernard Hill Peter Jackson Action Adventure Drama Fantasy
306,the lord of the rings: the two towers,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama Fantasy
307,seventh son,Jeff Bridges Djimon Hounsou Olivia Williams Sergey Bodrov Action Adventure Fantasy
308,lara croft: tomb raider,Angelina Jolie Pitt Noah Taylor Chris Barrie Simon West Action Adventure Fantasy Thriller
309,transcendence,Johnny Depp Morgan Freeman Clifton Collins Jr. Wally Pfister Drama Mystery Romance Sci-Fi Thriller
310,jurassic park iii,Michael Jeter Trevor Morgan Alessandro Nivola Joe Johnston Action Adventure Sci-Fi Thriller
311,rise of the planet of the apes,James Franco David Oyelowo Tyler Labine Rupert Wyatt Action Drama Sci-Fi Thriller
312,the spiderwick chronicles,Martin Short Tod Fennell Joan Plowright Mark Waters Adventure Family Fantasy
313,a good day to die hard,Bruce Willis Cole Hauser Megalyn Echikunwoke John Moore Action Thriller
314,the incredibles,Holly Hunter Craig T. Nelson Lou Romano Brad Bird Action Adventure Animation Family
315,cutthroat island,Christopher Masterson Frank Langella Matthew Modine Renny Harlin Action Adventure Comedy
316,percy jackson & the olympians: the lightning thief,Logan Lerman Rosario Dawson Steve Coogan Chris Columbus Adventure Family Fantasy
317,men in black,Will Smith Rip Torn Linda Fiorentino Barry Sonnenfeld Adventure Comedy Family Mystery Sci-Fi
318,toy story 2,Tom Hanks John Ratzenberger Wayne Knight John Lasseter Adventure Animation Comedy Family Fantasy
319,unstoppable,Denzel Washington Rosario Dawson Ethan Suplee Tony Scott Action Thriller
320,rush hour 2,Mei Melançon John Lone Harris Yulin Brett Ratner Action Comedy Crime Thriller
321,what lies beneath,Harrison Ford Amber Valletta Miranda Otto Robert Zemeckis Drama Fantasy Horror Mystery Thriller
322,cloudy with a chance of meatballs,Will Forte Bobb'e J. Thompson Al Roker Phil Lord Animation Comedy Family Sci-Fi
323,ice age: dawn of the dinosaurs,Denis Leary Maile Flanagan Kelly Keaton Carlos Saldanha Action Adventure Animation Comedy Family
324,the secret life of walter mitty,Adam Scott Adrian Martinez Joey Slotnick Ben Stiller Adventure Comedy Drama Fantasy Romance
325,charlie's angels,Bill Murray LL Cool J Kelly Lynch McG Action Adventure Comedy Crime Thriller
326,the departed,Leonardo DiCaprio Matt Damon Ray Winstone Martin Scorsese Crime Drama Thriller
327,mulan,Ming-Na Wen Harvey Fierstein June Foray Tony Bancroft Adventure Animation Family Fantasy Musical War
328,tropic thunder,Robert Downey Jr. Steve Coogan Brandon T. Jackson Ben Stiller Action Comedy
329,the girl with the dragon tattoo,Robin Wright Goran Visnjic Joely Richardson David Fincher Crime Drama Mystery Thriller
330,die hard with a vengeance,Bruce Willis Aldis Hodge Kevin Chamberlin John McTiernan Action Adventure Thriller
331,sherlock holmes,Robert Downey Jr. Eddie Marsan Robert Maillet Guy Ritchie Action Adventure Crime Mystery Thriller
332,atlantis: the lost empire,Leonard Nimoy Jim Varney Cree Summer Gary Trousdale Action Adventure Animation Family Fantasy Sci-Fi
333,alvin and the chipmunks: the road chip,Bella Thorne Joshua Mikel Jesse McCartney Walt Becker Adventure Animation Comedy Family Fantasy Music
334,valkyrie,Tom Cruise Tom Wilkinson Thomas Kretschmann Bryan Singer Drama History Thriller War
335,you don't mess with the zohan,Adam Sandler Sayed Badreya Kevin Nealon Dennis Dugan Action Comedy
336,pixels,Peter Dinklage Adam Sandler Josh Gad Chris Columbus Action Animation Comedy Sci-Fi
337,a.i. artificial intelligence,Haley Joel Osment William Hurt Kevin Sussman Steven Spielberg Adventure Drama Sci-Fi
338,the haunted mansion,Marsha Thomason Rachael Harris Marc John Jefferies Rob Minkoff Comedy Family Fantasy Horror Mystery
339,contact,Matthew McConaughey Tom Skerritt Larry King Robert Zemeckis Drama Mystery Sci-Fi Thriller
340,hollow man,Greg Grunberg Kim Dickens Joey Slotnick Paul Verhoeven Action Horror Sci-Fi Thriller
341,the interpreter,Curtiss Cook George Harris Michael Wright Sydney Pollack Crime Mystery Thriller
342,percy jackson: sea of monsters,Logan Lerman Leven Rambin Brandon T. Jackson Thor Freudenthal Adventure Family Fantasy
343,lara croft tomb raider: the cradle of life,Gerard Butler Angelina Jolie Pitt Djimon Hounsou Jan de Bont Action Adventure Fantasy
344,now you see me 2,Daniel Radcliffe Morgan Freeman Sanaa Lathan Jon M. Chu Action Adventure Comedy Crime Mystery Thriller
345,spy game,Brad Pitt Stephen Dillane Catherine McCormack Tony Scott Action Crime Thriller
346,mission to mars,Don Cheadle Connie Nielsen Kim Delaney Brian De Palma Adventure Sci-Fi Thriller
347,rio,Anne Hathaway Wanda Sykes Will.i.am Carlos Saldanha Adventure Animation Comedy Family Musical
348,bicentennial man,Robin Williams Oliver Platt John Michael Higgins Chris Columbus Comedy Drama Sci-Fi
349,volcano,Don Cheadle Anne Heche Gaby Hoffmann Mick Jackson Action Drama Sci-Fi Thriller
350,the devil's own,Harrison Ford Brad Pitt Natascha McElhone Alan J. Pakula Action Crime Drama Thriller
351,k-19: the widowmaker,Liam Neeson Christian Camargo Lex Shrapnel Kathryn Bigelow Drama History Thriller War
352,fantastic four,Tim Blake Nelson Reg E. Cathey Tim Heidecker Josh Trank Action Adventure Sci-Fi
353,cinderella man,Paddy Considine Bruce McGill Rosemarie DeWitt Ron Howard Biography Drama Sport
354,the nutcracker in 3d,Shirley Henderson Nathan Lane Richard E. Grant Andrey Konchalovskiy Action Family Fantasy Musical
355,seabiscuit,Jeff Bridges Michael Angarano Michael O'Neill Gary Ross Drama History Sport
356,twister,Philip Seymour Hoffman Alan Ruck Jami Gertz Jan de Bont Action Adventure Drama Thriller
357,cast away,Tom Hanks Paul Sanchez Nick Searcy Robert Zemeckis Adventure Drama Romance
358,happy feet,Robin Williams Hugh Jackman Elizabeth Daily George Miller Animation Comedy Family Music Romance
359,the bourne supremacy,Matt Damon Joan Allen Oksana Akinshina Paul Greengrass Action Mystery Thriller
360,air force one,Harrison Ford Gary Oldman Dean Stockwell Wolfgang Petersen Action Adventure Drama Thriller
361,ocean's eleven,Brad Pitt Bernie Mac Elliott Gould Steven Soderbergh Crime Thriller
362,the three musketeers,Milla Jovovich Logan Lerman Orlando Bloom Paul W.S. Anderson Action Adventure Romance
363,hotel transylvania,Steve Buscemi Adam Sandler Jon Lovitz Genndy Tartakovsky Animation Comedy Family Fantasy
364,enchanted,Jeff Bennett Teala Dunn Fred Tatasciore Kevin Lima Animation Comedy Family Fantasy Musical Romance
365,hannibal            ,Caroline Dhavernas Scott Thompson Hettienne Park unknown Crime Drama Horror Mystery Thriller
366,safe house,Denzel Washington Ryan Reynolds Sam Shepard Daniel Espinosa Action Crime Mystery Thriller
367,102 dalmatians,Ioan Gruffudd Eric Idle Jim Carter Kevin Lima Adventure Comedy Family
368,tower heist,Matthew Broderick Gabourey Sidibe Judd Hirsch Brett Ratner Action Comedy Crime
369,the holiday,Kate Winslet Rufus Sewell Sarah Parish Nancy Meyers Comedy Romance
370,enemy of the state,Will Smith Jake Busey Lisa Bonet Tony Scott Action Crime Drama Mystery Thriller
371,it's complicated,Meryl Streep Hunter Parrish Zoe Kazan Nancy Meyers Comedy Drama Romance
372,ocean's thirteen,Al Pacino Matt Damon Brad Pitt Steven Soderbergh Crime Thriller
373,open season,Jon Favreau Debra Messing Jane Krakowski Roger Allers Adventure Animation Comedy Family
374,divergent,Kate Winslet Theo James Mekhi Phifer Neil Burger Adventure Mystery Sci-Fi
375,enemy at the gates,Bob Hoskins Gabriel Thomson Clemens Schick Jean-Jacques Annaud Drama History War
376,the rundown,Dwayne Johnson Rosario Dawson Ewen Bremner Peter Berg Action Adventure Comedy Thriller
377,last action hero,F. Murray Abraham Tom Noonan Joan Plowright John McTiernan Action Adventure Comedy Fantasy
378,memoirs of a geisha,Li Gong Mako Karl Yune Rob Marshall Drama Romance
379,the fast and the furious: tokyo drift,Amber Stevens West Zachery Ty Bryan Nikki Griffin Justin Lin Action Crime Thriller
380,arthur christmas,Jim Broadbent Imelda Staunton Michael Palin Sarah Smith Adventure Animation Comedy Family Fantasy
381,meet joe black,Anthony Hopkins Brad Pitt Jake Weber Martin Brest Drama Fantasy Romance
382,collateral damage,Raymond Cruz Rick Worthy Jsu Garcia Andrew Davis Action Drama Thriller
383,all that jazz,Roy Scheider Ben Vereen Max Wright Bob Fosse Comedy Drama Music Musical
384,mirror mirror,Julia Roberts Nathan Lane Danny Woodburn Tarsem Singh Adventure Comedy Drama Family Fantasy
385,scott pilgrim vs. the world,Anna Kendrick Kieran Culkin Ellen Wong Edgar Wright Action Comedy Fantasy Romance
386,the core,Glenn Morshower Tchéky Karyo Rekha Sharma Jon Amiel Action Adventure Sci-Fi Thriller
387,nutty professor ii: the klumps,Larry Miller Janet Jackson Chris Elliott Peter Segal Comedy Romance Sci-Fi
388,scooby-doo,Sarah Michelle Gellar Linda Cardellini Miguel A. Núñez Jr. Raja Gosnell Adventure Comedy Mystery
389,click,Adam Sandler Cameron Monaghan Julie Kavner Frank Coraci Comedy Drama Fantasy Romance
390,cats & dogs: the revenge of kitty galore,Jack McBrayer Sean Hayes Katt Williams Brad Peyton Action Comedy Family Fantasy
391,jumper,Kristen Stewart Hayden Christensen Tom Hulce Doug Liman Action Adventure Sci-Fi Thriller
392,hellboy ii: the golden army,Seth MacFarlane Iván Kamarás Brian Steele Guillermo del Toro Action Adventure Fantasy Horror Sci-Fi
393,zodiac,Robert Downey Jr. Jake Gyllenhaal Anthony Edwards David Fincher Crime Drama History Mystery Thriller
394,the 6th day,Robert Duvall Michael Rapaport Tony Goldwyn Roger Spottiswoode Action Mystery Sci-Fi Thriller
395,bruce almighty,Morgan Freeman Steve Carell Lisa Ann Walter Tom Shadyac Comedy Drama
396,the expendables,Jason Statham Sylvester Stallone Jet Li Sylvester Stallone Action Adventure Thriller
397,mission: impossible,Tom Cruise Kristin Scott Thomas Vanessa Redgrave Brian De Palma Action Adventure Thriller
398,the hunger games,Jennifer Lawrence Josh Hutcherson Anthony Reynolds Gary Ross Adventure Drama Sci-Fi Thriller
399,the hangover part ii,Bradley Cooper Mason Lee Mike Tyson Todd Phillips Comedy
400,batman returns,Michael Gough Vincent Schiavelli Andrew Bryniarski Tim Burton Action
401,over the hedge,Bruce Willis Steve Carell Catherine O'Hara Tim Johnson Adventure Animation Comedy Family
402,lilo & stitch,Tia Carrere Jason Scott Lee David Ogden Stiers Dean DeBlois Adventure Animation Comedy Drama Family Fantasy Sci-Fi
403,charlotte's web,Steve Buscemi Julia Roberts Oprah Winfrey Gary Winick Comedy Family Fantasy
404,deep impact,Morgan Freeman Jon Favreau Robert Duvall Mimi Leder Action Drama Romance Sci-Fi Thriller
405,red 2,Bruce Willis Anthony Hopkins Garrick Hagon Dean Parisot Action Comedy Crime Thriller
406,the longest yard,Adam Sandler Steve Reevis Dalip Singh Peter Segal Comedy Crime Sport
407,alvin and the chipmunks: chipwrecked,Amy Poehler Jesse McCartney Lauren Gottlieb Mike Mitchell Adventure Animation Comedy Family Fantasy Music
408,grown ups 2,Steve Buscemi Adam Sandler Jon Lovitz Dennis Dugan Comedy
409,get smart,Bill Murray Dwayne Johnson Anne Hathaway Peter Segal Action Adventure Comedy
410,something's gotta give,Keanu Reeves Jon Favreau Paul Michael Glaser Nancy Meyers Comedy Drama Romance
411,shutter island,Leonardo DiCaprio Joseph Sikora Nellie Sciutto Martin Scorsese Mystery Thriller
412,four christmases,Jon Favreau Robert Duvall Katy Mixon Seth Gordon Comedy Drama Romance
413,robots,Jim Broadbent Drew Carey Paula Abdul Chris Wedge Adventure Animation Comedy Family Sci-Fi
